Algorithm,TotalItems,ItemsValue,ItemsWeight,Quantity,Capacity,Time_ns,Result
greedy,1,301,301,1,201,100,260
greedy,1,301,401,1,201,100,91
greedy,1,301,501,1,201,100,38
greedy,1,301,601,1,201,200,44
greedy,1,401,1,1,201,100,92
greedy,1,401,101,1,201,100,316
greedy,1,401,201,1,201,100,224
greedy,1,401,301,1,201,100,184
greedy,1,401,401,1,201,100,154
greedy,1,401,501,1,201,100,29
greedy,1,401,601,1,201,100,18
greedy,1,501,1,1,201,100,24
greedy,1,501,101,1,201,100,201
greedy,1,501,201,1,201,100,466
greedy,1,501,301,1,201,100,310
greedy,1,501,401,1,201,100,308
greedy,1,501,501,1,201,100,112
greedy,1,501,601,1,201,200,30
greedy,1,601,1,1,201,100,262
greedy,1,601,101,1,201,100,174
greedy,1,601,201,1,201,100,535
greedy,1,601,301,1,201,100,29
greedy,1,601,401,1,201,200,188
greedy,1,601,501,1,201,100,251
greedy,1,601,601,1,201,100,383
greedy,1,1,1,2,201,100,1
greedy,1,1,101,2,201,100,1
greedy,1,1,201,2,201,100,1
greedy,1,1,301,2,201,100,1
greedy,1,1,401,2,201,100,0
greedy,1,1,501,2,201,100,0
greedy,1,1,601,2,201,100,0
greedy,1,101,1,2,201,100,9
greedy,1,101,101,2,201,200,79
greedy,1,101,201,2,201,0,66
greedy,1,101,301,2,201,100,54
greedy,1,101,401,2,201,200,47
greedy,1,101,501,2,201,100,89
greedy,1,101,601,2,201,100,30
greedy,1,201,1,2,201,100,133
greedy,1,201,101,2,201,100,87
greedy,1,201,201,2,201,100,179
greedy,1,201,301,2,201,100,187
greedy,1,201,401,2,201,100,44
greedy,1,201,501,2,201,100,143
greedy,1,201,601,2,201,100,79
greedy,1,301,1,2,201,100,292
greedy,1,301,101,2,201,100,176
greedy,1,301,201,2,201,100,89
greedy,1,301,301,2,201,100,142
greedy,1,301,401,2,201,100,160
greedy,1,301,501,2,201,100,60
