Algorithm,TotalItems,ItemsValue,ItemsWeight,Quantity,Capacity,Time_ns,Result
greedy,1,1,601,2,201,300,0
greedy,1,101,1,2,201,300,61
greedy,1,101,101,2,201,200,72
greedy,1,101,201,2,201,200,15
greedy,1,101,301,2,201,200,55
greedy,1,101,401,2,201,300,56
greedy,1,101,501,2,201,200,0
greedy,1,101,601,2,201,200,0
greedy,1,201,1,2,201,300,102
greedy,1,201,101,2,201,300,103
greedy,1,201,201,2,201,300,187
greedy,1,201,301,2,201,300,143
greedy,1,201,401,2,201,200,0
greedy,1,201,501,2,201,300,0
greedy,1,201,601,2,201,300,0
greedy,1,301,1,2,201,200,126
greedy,1,301,101,2,201,300,267
greedy,1,301,201,2,201,200,272
